Depth(m),Age(kaBP),Deuterium(‰SMOW),dTemp(ºC)
2130.7,207.724,-407.8,-2.39
2131.25,207.815,-407.2,-2.29
2131.8,207.908,-410.7,-2.87
2132.35,208.004,-407.6,-2.35
2132.9,208.097,-407.9,-2.41
2133.45,208.19,-406.5,-2.19
2134,208.281,-409.1,-2.62
2134.55,208.376,-409,-2.61
2135.1,208.471,-409.8,-2.74
2135.65,208.566,-405,-1.95
2136.2,208.655,-403.4,-1.69
2136.75,208.743,-406.7,-2.24
2137.3,208.834,-407.5,-2.38
2137.85,208.926,-403,-1.64
2138.4,209.013,-403.2,-1.67
2138.95,209.1,-407.1,-2.32
2139.5,209.192,-403.9,-1.8
2140.05,209.28,-408.3,-2.53
2140.6,209.374,-406.2,-2.19
2141.15,209.464,-401.4,-1.4
2141.7,209.55,-407.4,-2.39
2142.25,209.642,-401.7,-1.46
2142.8,209.728,-406.4,-2.24
2143.35,209.818,-401,-1.35
2143.9,209.904,-403.5,-1.77
2144.45,209.991,-401.8,-1.49
2145,210.076,-403.9,-1.84
2145.55,210.157,-394.2,-0.24
2146.1,210.234,-401.1,-1.39
2146.65,210.319,-402,-1.55
2147.2,210.404,-400.3,-1.27
2147.75,210.488,-400.4,-1.29
2148.3,210.572,-405.9,-2.21
2148.85,210.658,-403.4,-1.8
2149.4,210.746,-407.2,-2.43
2149.95,210.838,-404.6,-2.01
2150.5,210.927,-399.2,-1.12
2151.05,211.01,-399.1,-1.11
2151.6,211.092,-403,-1.76
2152.15,211.18,-406.4,-2.33
2152.7,211.27,-398.8,-1.07
2153.25,211.354,-400.7,-1.39
2153.8,211.438,-404.7,-2.06
2154.35,211.527,-404.6,-2.05
2154.9,211.616,-407.2,-2.48
2155.45,211.701,-404.3,-2.01
2156,211.786,-406.3,-2.34
2156.55,211.878,-404.4,-2.03
2157.1,211.967,-402.6,-1.74
2157.65,212.055,-404.2,-2.01
2158.2,212.143,-401.1,-1.5
2158.75,212.229,-408.6,-2.75
2159.3,212.324,-404.9,-2.14
2159.85,212.415,-407.8,-2.62
2160.4,212.509,-407.6,-2.59
2160.95,212.603,-405.6,-2.27
2161.5,212.692,-402.8,-1.81
2162.05,212.779,-403.9,-1.99
2162.6,212.868,-403.9,-2
2163.15,212.957,-405.7,-2.3
2163.7,213.048,-403.2,-1.89
2164.25,213.136,-401.3,-1.58
2164.8,213.223,-406.1,-2.38
2165.35,213.314,-403.5,-1.96
2165.9,213.403,-403.3,-1.93
2166.45,213.491,-408.2,-2.75
2167,213.583,-407.9,-2.7
2167.55,213.678,-409.8,-3.02
2168.1,213.775,-403.5,-1.98
2168.65,213.864,-400,-1.41
2169.2,213.949,-402.1,-1.76
2169.75,214.036,-407.6,-2.67
2170.3,214.127,-406.5,-2.5
2170.85,214.219,-402.6,-1.86
2171.4,214.308,-407,-2.59
2171.95,214.401,-403.9,-2.09
2172.5,214.491,-402.2,-1.81
2173.05,214.58,-403.2,-1.98
2173.6,214.667,-402.8,-1.92
2174.15,214.756,-402.2,-1.83
2174.7,214.843,-399.5,-1.39
2175.25,214.924,-404.6,-2.25
2175.8,215.011,-397,-1
2176.35,215.093,-399.4,-1.39
2176.9,215.176,-398,-1.17
2177.45,215.258,-401.6,-1.77
2178,215.342,-400.8,-1.64
2178.55,215.428,-401,-1.7
2179.1,215.514,-399.6,-1.46
2179.65,215.599,-404.3,-2.25
2180.2,215.687,-402.8,-2.01
2180.75,215.776,-405.8,-2.51
2181.3,215.866,-404,-2.22
2181.85,215.956,-405,-2.39
2182.4,216.049,-405.6,-2.5
2182.95,216.142,-408,-2.9
2183.5,216.238,-409.7,-3.19
2184.05,216.338,-407.4,-2.82
2184.6,216.434,-407.8,-2.89
2185.15,216.531,-407.1,-2.78
2185.7,216.627,-408.1,-2.95
2186.25,216.725,-412.7,-3.72
2186.8,216.828,-412.7,-3.72
2187.35,216.93,-414.6,-4.04
2187.9,217.038,-415,-4.11
2188.45,217.147,-414.3,-4
2189,217.255,-417,-4.45
2189.55,217.367,-414.2,-4
2190.1,217.475,-411.2,-3.5
2190.65,217.58,-419.4,-4.87
2191.2,217.696,-418.8,-4.77
2191.75,217.812,-418.1,-4.66
2192.3,217.927,-415.5,-4.23
2192.85,218.038,-422.5,-5.39
2193.4,218.163,-425.4,-5.88
2193.95,218.292,-420.1,-5
2194.5,218.412,-421.6,-5.25
2195.05,218.534,-422.8,-5.45
2195.6,218.66,-421,-5.16
2196.15,218.782,-421.4,-5.23
2196.7,218.904,-418.8,-4.8
2197.25,219.022,-419.8,-4.96
2197.8,219.14,-425.3,-5.88
2198.35,219.27,-423,-5.51
2198.9,219.394,-420.4,-5.08
2199.45,219.515,-421.6,-5.29
2200,219.637,-426.6,-6.11
2200.55,219.771,-425.8,-5.98
2201.1,219.904,-426.4,-6.08
2201.65,220.04,-424,-5.69
2202.2,220.17,-427.9,-6.34
2202.75,220.306,-427.9,-6.34
2203.3,220.444,-431.2,-6.89
2203.85,220.589,-428.9,-6.52
2204.4,220.73,-431.3,-6.92
2204.95,220.875,-430.2,-6.74
2205.5,221.019,-431.5,-6.96
2206.05,221.166,-434.6,-7.47
2206.6,221.319,-431.9,-7.03
2207.15,221.469,-442.4,-8.77
2207.7,221.639,-438.7,-8.16
2208.25,221.809,-434,-7.38
2208.8,221.963,-431.7,-7.01
2209.35,222.113,-435,-7.57
2209.9,222.276,-438.1,-8.08
2210.45,222.441,-438.8,-8.2
2211,222.609,-438.5,-8.16
2211.55,222.777,-437.9,-8.07
2212.1,222.947,-441.8,-8.72
2212.65,223.119,-438.3,-8.15
2213.2,223.287,-441.6,-8.7
2213.75,223.46,-437.3,-7.99
2214.3,223.627,-441.5,-8.69
2214.85,223.804,-440.7,-8.57
2215.4,223.977,-441.2,-8.65
2215.95,224.155,-437.7,-8.08
2216.5,224.325,-440.6,-8.56
2217.05,224.501,-437.6,-8.07
2217.6,224.669,-437,-7.98
2218.15,224.838,-437.2,-8.01
2218.7,225.003,-433.8,-7.46
2219.25,225.165,-435.6,-7.76
2219.8,225.331,-436.8,-7.96
2220.35,225.499,-428.1,-6.52
2220.9,225.649,-428.8,-6.64
2221.45,225.799,-427.1,-6.36
2222,225.944,-425,-6.02
2222.55,226.085,-420,-5.19
2223.1,226.215,-416.1,-4.55
2223.65,226.342,-425.7,-6.13
2224.2,226.489,-423.4,-5.75
2224.75,226.628,-428.1,-6.53
2225.3,226.774,-426.4,-6.24
2225.85,226.918,-423.6,-5.78
2226.4,227.06,-427.9,-6.48
2226.95,227.211,-427.6,-6.43
2227.5,227.363,-433.3,-7.36
2228.05,227.526,-434.6,-7.57
2228.6,227.692,-435.9,-7.77
2229.15,227.862,-432.6,-7.21
2229.7,228.026,-436.4,-7.83
2230.25,228.199,-439.4,-8.31
2230.8,228.38,-438.7,-8.18
2231.35,228.56,-439.7,-8.33
2231.9,228.743,-438.7,-8.15
2232.45,228.923,-438.6,-8.12
2233,229.102,-435,-7.51
2233.55,229.272,-433.4,-7.23
2234.1,229.438,-425.2,-5.87
2234.65,229.585,-427.7,-6.27
2235.2,229.736,-419.4,-4.89
2235.75,229.872,-431.8,-6.92
2236.3,230.032,-429.4,-6.51
2236.85,230.189,-429.6,-6.53
2237.4,230.347,-436.7,-7.69
2237.95,230.522,-437,-7.72
2238.5,230.698,-436.3,-7.59
2239.05,230.872,-434.7,-7.32
2239.6,231.047,-435.7,-7.46
2240.15,231.22,-433.6,-7.1
2240.7,231.388,-432.3,-6.87
2241.25,231.552,-431.2,-6.67
2241.8,231.714,-430.5,-6.54
2242.35,231.874,-427.3,-6
2242.9,232.026,-427.2,-5.97
2243.45,232.182,-424.3,-5.48
2244,232.328,-428.5,-6.16
2244.55,232.483,-427.7,-6.01
2245.1,232.636,-428.2,-6.07
2245.65,232.791,-428.4,-6.09
2246.2,232.945,-426.6,-5.78
2246.75,233.097,-428.2,-6.03
2247.3,233.251,-426,-5.65
2247.85,233.401,-427.1,-5.81
2248.4,233.551,-420.9,-4.76
2248.95,233.691,-423,-5.1
2249.5,233.831,-422.1,-4.94
2250.05,233.971,-420.5,-4.66
2250.6,234.109,-421.4,-4.79
2251.15,234.247,-422.3,-4.92
2251.7,234.388,-422,-4.85
2252.25,234.528,-422.4,-4.89
2252.8,234.668,-420.3,-4.53
2253.35,234.805,-420.9,-4.61
2253.9,234.942,-413.7,-3.4
2254.45,235.065,-416.7,-3.88
2255,235.193,-414,-3.42
2255.55,235.316,-414.1,-3.43
2256.1,235.439,-414.7,-3.51
2256.65,235.563,-413.2,-3.25
2257.2,235.685,-417.5,-3.95
2257.75,235.814,-415.5,-3.6
2258.3,235.94,-413.8,-3.31
2258.85,236.061,-410.4,-2.73
2259.4,236.178,-406.5,-2.08
2259.95,236.29,-412.9,-3.13
2260.5,236.409,-409.8,-2.61
2261.05,236.525,-411.3,-2.85
2261.6,236.642,-406.9,-2.11
2262.15,236.752,-411.3,-2.83
2262.7,236.868,-408.8,-2.41
2263.25,236.981,-411.2,-2.8
2263.8,237.098,-412.8,-3.07
2264.35,237.217,-408.7,-2.39
2264.9,237.332,-409,-2.43
2265.45,237.445,-407.2,-2.13
2266,237.556,-411.8,-2.89
2266.55,237.673,-410.9,-2.74
2267.1,237.79,-410,-2.59
2267.65,237.904,-406.4,-1.99
2268.2,238.013,-406.5,-2.01
2268.75,238.122,-409.2,-2.45
2269.3,238.235,-412,-2.91
2269.85,238.352,-407,-2.09
2270.4,238.463,-408.5,-2.33
2270.95,238.574,-405.6,-1.86
2271.5,238.685,-409.5,-2.5
2272.05,238.789,-403.9,-1.58
2272.6,238.896,-405.1,-1.78
2273.15,239,-404.3,-1.65
2273.7,239.111,-408.9,-2.41
2274.25,239.225,-408.7,-2.38
2274.8,239.328,-402.8,-1.41
2275.35,239.439,-408.7,-2.39
2275.9,239.553,-410.1,-2.62
2276.45,239.663,-407.9,-2.26
2277,239.769,-405.5,-1.87
2277.55,239.866,-397.6,-0.57
2278.1,239.961,-400.9,-1.12
2278.65,240.061,-403.7,-1.59
2279.2,240.163,-400,-0.99
2279.75,240.262,-400,-1
2280.3,240.36,-398.3,-0.72
2280.85,240.457,-400.3,-1.06
2281.4,240.555,-401.2,-1.22
2281.95,240.655,-398.7,-0.81
2282.5,240.752,-395.3,-0.26
2283.05,240.844,-396.8,-0.52
2283.6,240.937,-397,-0.56
2284.15,241.031,-393.6,-0.01
2284.7,241.12,-391.7,0.29
2285.25,241.207,-391.1,0.38
2285.8,241.293,-391,0.38
2286.35,241.378,-387,1.03
2286.9,241.461,-392.6,0.09
2287.45,241.547,-386,1.17
2288,241.628,-389.9,0.51
2288.55,241.711,-382.5,1.72
2289.1,241.787,-377.9,2.46
2289.65,241.858,-377.2,2.56
2290.2,241.928,-379.3,2.2
2290.75,241.999,-380.5,1.98
2291.3,242.072,-375.9,2.73
2291.85,242.141,-380.4,1.96
2292.4,242.214,-378.8,2.21
2292.95,242.286,-375.7,2.71
2293.5,242.355,-378,2.31
2294.05,242.425,-377.2,2.42
2294.6,242.496,-379.3,2.06
2295.15,242.568,-380.5,1.84
2295.7,242.642,-380,1.91
2296.25,242.715,-380,1.89
2296.8,242.789,-384.8,1.08
2297.35,242.867,-377.9,2.2
2297.9,242.94,-380.2,1.81
2298.45,243.014,-381.5,1.57
2299,243.09,-384,1.14
2299.55,243.169,-386.3,0.74
2300.1,243.25,-386.9,0.63
2300.65,243.333,-388.4,0.36
2301.2,243.414,-384.4,1.01
2301.75,243.495,-384.4,0.99
2302.3,243.574,-383.1,1.19
2302.85,243.653,-384.9,0.87
2303.4,243.735,-388.8,0.21
2303.95,243.821,-390.7,-0.12
2304.5,243.909,-391.1,-0.21
2305.05,243.999,-391.9,-0.36
2305.6,244.089,-397.2,-1.25
2306.15,244.187,-399.6,-1.66
2306.7,244.289,-403.5,-2.32
2307.25,244.398,-402.2,-2.13
2307.8,244.505,-400.3,-1.83
2308.35,244.609,-403.7,-2.41
2308.9,244.718,-403.7,-2.42
2309.45,244.828,-407.4,-3.05
2310,244.944,-406,-2.83
2310.55,245.059,-408.2,-3.21
2311.1,245.177,-409.6,-3.45
2311.65,245.298,-409.4,-3.43
2312.2,245.42,-415.7,-4.49
2312.75,245.552,-411.3,-3.77
2313.3,245.677,-413.9,-4.22
2313.85,245.808,-419,-5.07
2314.4,245.948,-415,-4.42
2314.95,246.082,-419.8,-5.22
2315.5,246.225,-422.5,-5.68
2316.05,246.375,-423.9,-5.92
2316.6,246.528,-426.8,-6.4
2317.15,246.688,-433.8,-7.56
2317.7,246.862,-430,-6.94
2318.25,247.031,-429.1,-6.8
2318.8,247.198,-431.6,-7.22
2319.35,247.366,-424.2,-6.01
2319.9,247.522,-421.2,-5.52
2320.45,247.677,-424,-5.99
2321,247.832,-427.5,-6.58
2321.55,247.992,-422,-5.67
2322.1,248.142,-421.9,-5.66
2322.65,248.293,-421.5,-5.6
2323.2,248.443,-425.6,-6.29
2323.75,248.602,-422.9,-5.85
2324.3,248.755,-423.6,-5.97
2324.85,248.911,-427.7,-6.65
2325.4,249.075,-425.3,-6.26
2325.95,249.235,-425.6,-6.32
2326.5,249.396,-429.4,-6.95
2327.05,249.566,-429.1,-6.91
2327.6,249.736,-432.2,-7.43
2328.15,249.915,-431.5,-7.32
2328.7,250.092,-435.2,-7.93
2329.25,250.278,-431.3,-7.29
2329.8,250.456,-434.1,-7.76
2330.35,250.637,-434.3,-7.8
2330.9,250.822,-432.4,-7.49
2331.45,251.002,-432.2,-7.46
2332,251.182,-432.1,-7.45
2332.55,251.358,-430.7,-7.23
2333.1,251.534,-432.6,-7.54
2333.65,251.719,-437.2,-8.29
2334.2,251.915,-438.8,-8.57
2334.75,252.115,-437.1,-8.28
2335.3,252.31,-436.1,-8.12
2335.85,252.503,-437.4,-8.33
2336.4,252.699,-433,-7.6
2336.95,252.883,-437.4,-8.33
2337.5,253.079,-434.8,-7.89
2338.05,253.269,-438.4,-8.48
2338.6,253.468,-437.8,-8.38
2339.15,253.665,-433.6,-7.68
2339.7,253.852,-432.8,-7.55
2340.25,254.035,-432.4,-7.48
2340.8,254.217,-430.5,-7.17
2341.35,254.395,-435.5,-7.99
2341.9,254.586,-436.8,-8.2
2342.45,254.781,-434.2,-7.77
2343,254.969,-432.4,-7.47
2343.55,255.152,-434.7,-7.85
2344.1,255.341,-434.9,-7.88
2344.65,255.531,-433.9,-7.72
2345.2,255.719,-441.2,-8.92
2345.75,255.917,-435.6,-7.99
2346.3,256.11,-433.9,-7.71
2346.85,256.298,-433.8,-7.69
2347.4,256.48,-430.3,-7.12
2347.95,256.658,-429.5,-6.99
2348.5,256.833,-433.7,-7.68
2349.05,257.02,-430.5,-7.16
2349.6,257.199,-429.1,-6.93
2350.15,257.375,-436.4,-8.13
2350.7,257.568,-431.3,-7.29
2351.25,257.75,-429.4,-6.98
2351.8,257.926,-430.5,-7.17
2352.35,258.105,-428.4,-6.82
2352.9,258.278,-427,-6.59
2353.45,258.448,-423.5,-6.02
2354,258.61,-427.6,-6.7
2354.55,258.781,-432,-7.43
2355.1,258.965,-430.6,-7.2
2355.65,259.145,-432.5,-7.51
2356.2,259.331,-437.8,-8.38
2356.75,259.532,-431.6,-7.36
2357.3,259.716,-431,-7.27
2357.85,259.898,-431.5,-7.35
2358.4,260.085,-435.4,-7.99
2358.95,260.281,-438,-8.42
2359.5,260.483,-435.2,-7.96
2360.05,260.679,-435.8,-8.06
2360.6,260.874,-427.4,-6.68
2361.15,261.049,-431.1,-7.29
2361.7,261.231,-429.4,-7.01
2362.25,261.411,-432.1,-7.46
2362.8,261.597,-435.1,-7.95
2363.35,261.792,-437.5,-8.35
2363.9,261.995,-434.6,-7.87
2364.45,262.19,-431.8,-7.41
2365,262.376,-432.5,-7.53
2365.55,262.565,-434.5,-7.86
2366.1,262.758,-429.3,-7
2366.65,262.939,-434.8,-7.91
2367.2,263.134,-429.5,-7.04
2367.75,263.315,-424.4,-6.2
2368.3,263.483,-424.1,-6.16
2368.85,263.649,-424.1,-6.17
2369.4,263.817,-428.5,-6.9
2369.95,263.994,-426.3,-6.54
2370.5,264.168,-428,-6.83
2371.05,264.345,-430.9,-7.31
2371.6,264.531,-428.9,-6.98
2372.15,264.712,-427.3,-6.72
2372.7,264.889,-431.3,-7.39
2373.25,265.077,-431.7,-7.45
2373.8,265.266,-432.1,-7.52
2374.35,265.457,-430.4,-7.24
2374.9,265.643,-432.2,-7.54
2375.45,265.834,-433.5,-7.76
2376,266.036,-433.8,-7.81
2376.55,266.24,-436.7,-8.29
2377.1,266.459,-435.8,-8.15
2377.65,266.675,-434.3,-7.9
2378.2,266.88,-430.9,-7.34
2378.75,267.077,-436.2,-8.21
2379.3,267.285,-439,-8.68
2379.85,267.5,-439.6,-8.77
2380.4,267.718,-440.5,-8.92
2380.95,267.939,-436.6,-8.28
2381.5,268.147,-437.9,-8.49
2382.05,268.359,-437.7,-8.45
2382.6,268.571,-438.2,-8.54
2383.15,268.785,-438.3,-8.55
2383.7,269,-440.3,-8.88
2384.25,269.222,-438.9,-8.65
2384.8,269.439,-440.7,-8.95
2385.35,269.663,-441.8,-9.13
2385.9,269.891,-438.1,-8.51
2386.45,270.107,-442.6,-9.25
2387,270.337,-438.3,-8.54
2387.55,270.553,-437.5,-8.41
2388.1,270.768,-441,-8.98
2388.65,270.994,-444.5,-9.55
2389.2,271.232,-442.2,-9.16
2389.75,271.463,-441.8,-9.09
2390.3,271.693,-443.5,-9.36
2390.85,271.928,-443.4,-9.34
2391.4,272.164,-442.8,-9.23
2391.95,272.397,-443.8,-9.38
2392.5,272.635,-441.9,-9.06
2393.05,272.866,-443.5,-9.32
2393.6,273.102,-443.5,-9.31
2394.15,273.338,-441.6,-8.98
2394.7,273.569,-442.8,-9.17
2395.25,273.803,-442.1,-9.05
2395.8,274.035,-442.5,-9.11
2396.35,274.268,-442.2,-9.05
2396.9,274.501,-439.3,-8.56
2397.45,274.724,-441.8,-8.97
2398,274.955,-439.5,-8.58
2398.55,275.179,-441.8,-8.95
2399.1,275.41,-442.3,-9.02
2399.65,275.644,-437.9,-8.28
2400.2,275.861,-435.6,-7.89
2400.75,276.073,-437.3,-8.16
2401.3,276.289,-439.9,-8.58
2401.85,276.514,-442.5,-8.99
2402.4,276.748,-438.9,-8.38
2402.95,276.971,-442.4,-8.95
2403.5,277.205,-445.1,-9.38
2404.05,277.448,-438.2,-8.22
2404.6,277.668,-435.5,-7.76
2405.15,277.879,-435.5,-7.75
2405.7,278.089,-438.7,-8.26
2406.25,278.31,-439.7,-8.41
2406.8,278.535,-445.2,-9.3
2407.35,278.778,-436.8,-7.89
2407.9,278.993,-437.9,-8.05
2408.45,279.212,-441.1,-8.57
2409,279.44,-438.5,-8.12
2409.55,279.66,-438.1,-8.04
2410.1,279.878,-433.9,-7.33
2410.65,280.083,-430.8,-6.81
2411.2,280.278,-429.2,-6.53
2411.75,280.467,-423.4,-5.57
2412.3,280.639,-429.8,-6.62
2412.85,280.831,-432.9,-7.12
2413.4,281.032,-430.7,-6.75
2413.95,281.222,-433.4,-7.19
2414.5,281.419,-437.3,-7.82
2415.05,281.633,-434.7,-7.38
2415.6,281.841,-431.8,-6.89
2416.15,282.033,-430.9,-6.73
2416.7,282.228,-431,-6.74
2417.25,282.423,-428.9,-6.39
2417.8,282.612,-429.9,-6.55
2418.35,282.804,-427.7,-6.18
2418.9,282.99,-428.5,-6.31
2419.45,283.178,-426.3,-5.95
2420,283.36,-426.5,-5.98
2420.55,283.543,-425.7,-5.85
2421.1,283.723,-424.6,-5.67
2421.65,283.902,-427.9,-6.21
2422.2,284.088,-426.4,-5.97
2422.75,284.271,-424.7,-5.69
2423.3,284.45,-424.5,-5.66
2423.85,284.628,-425.5,-5.83
2424.4,284.809,-424.8,-5.71
2424.95,284.989,-424.8,-5.71
2425.5,285.168,-430.2,-6.61
2426.05,285.361,-422.1,-5.28
2426.6,285.535,-423.7,-5.55
2427.15,285.713,-422.5,-5.35
2427.7,285.89,-425,-5.77
2428.25,286.07,-421.3,-5.17
2428.8,286.241,-421.7,-5.24
2429.35,286.413,-420.2,-5
2429.9,286.58,-421.8,-5.27
2430.45,286.75,-423.8,-5.61
2431,286.927,-419.5,-4.9
2431.55,287.094,-423.4,-5.56
2432.1,287.268,-422.1,-5.35
2432.65,287.444,-419.9,-4.99
2433.2,287.613,-419.3,-4.9
2433.75,287.781,-420,-5.02
2434.3,287.948,-417.2,-4.57
2434.85,288.111,-417.9,-4.69
2435.4,288.267,-419.7,-5
2435.95,288.426,-418.4,-4.79
2436.5,288.596,-420.5,-5.15
2437.05,288.767,-418.2,-4.77
2437.6,288.928,-419.9,-5.06
2438.15,289.102,-420.8,-5.21
2438.7,289.264,-419.5,-5.01
2439.25,289.432,-419.2,-4.97
2439.8,289.599,-419.3,-4.99
2440.35,289.762,-415.1,-4.31
2440.9,289.918,-413.6,-4.07
2441.45,290.067,-412.1,-3.83
2442,290.22,-412.1,-3.84
2442.55,290.374,-415,-4.33
2443.1,290.534,-416.4,-4.57
2443.65,290.698,-415.3,-4.4
2444.2,290.857,-418.7,-4.97
2444.75,291.018,-419.6,-5.12
2445.3,291.181,-420.7,-5.31
2445.85,291.358,-423.2,-5.73
2446.4,291.541,-427.4,-6.43
2446.95,291.727,-421.2,-5.41
2447.5,291.906,-423.1,-5.72
2448.05,292.09,-425.8,-6.17
2448.6,292.283,-429,-6.7
2449.15,292.485,-426.5,-6.29
2449.7,292.68,-427.2,-6.41
2450.25,292.879,-425.6,-6.14
2450.8,293.073,-430.7,-6.98
2451.35,293.281,-432.4,-7.27
2451.9,293.486,-435.4,-7.76
2452.45,293.711,-434.3,-7.58
2453,293.933,-431.7,-7.14
2453.55,294.146,-427.2,-6.4
2454.1,294.346,-434.1,-7.53
2454.65,294.568,-434.7,-7.63
2455.2,294.792,-437.4,-8.07
2455.75,295.018,-434.7,-7.62
2456.3,295.243,-432.3,-7.22
2456.85,295.454,-432.2,-7.2
2457.4,295.67,-429.1,-6.68
2457.95,295.876,-426,-6.17
2458.5,296.072,-418.5,-4.93
2459.05,296.249,-422.9,-5.66
2459.6,296.436,-424.2,-5.87
2460.15,296.63,-427.2,-6.37
2460.7,296.831,-430.8,-6.95
2461.25,297.04,-431.4,-7.05
2461.8,297.258,-433.4,-7.38
2462.35,297.48,-437.4,-8.03
2462.9,297.695,-433.3,-7.35
2463.45,297.896,-436.1,-7.81
2464,298.128,-434.9,-7.6
2464.55,298.356,-432.2,-7.15
2465.1,298.576,-432.8,-7.24
2465.65,298.79,-429.4,-6.68
2466.2,299.001,-428.6,-6.54
2466.75,299.209,-427.6,-6.37
2467.3,299.415,-429.2,-6.63
2467.85,299.626,-428.9,-6.57
2468.4,299.836,-425.4,-5.99
2468.95,300.035,-424.7,-5.87
2469.5,300.232,-422.9,-5.57
2470.05,300.424,-418.9,-4.91
2470.6,300.609,-425.1,-5.93
2471.15,300.808,-427.4,-6.31
2471.7,301.015,-429,-6.57
2472.25,301.227,-432.5,-7.14
2472.8,301.451,-435.9,-7.69
2473.35,301.668,-432.1,-7.06
2473.9,301.891,-432.2,-7.07
2474.45,302.116,-431.9,-7.01
2475,302.339,-425.5,-5.94
2475.55,302.542,-427.3,-6.23
2476.1,302.751,-428.3,-6.39
2476.65,302.963,-426.7,-6.12
2477.2,303.17,-424.1,-5.68
2477.75,303.369,-421.5,-5.25
2478.3,303.562,-425,-5.82
2478.85,303.763,-418.4,-4.73
2479.4,303.954,-422.7,-5.42
2479.95,304.148,-420.8,-5.1
2480.5,304.329,-422.6,-5.39
2481.05,304.524,-421.5,-5.2
2481.6,304.716,-419.4,-4.85
2482.15,304.906,-422,-5.27
2482.7,305.1,-418.4,-4.67
2483.25,305.284,-414.1,-3.95
2483.8,305.456,-415.9,-4.25
2484.35,305.633,-417.9,-4.57
2484.9,305.817,-423.1,-5.42
2485.45,306.014,-422.3,-5.28
2486,306.211,-423.5,-5.47
2486.55,306.41,-421.1,-5.06
2487.1,306.604,-425.6,-5.8
2487.65,306.807,-430.9,-6.66
2488.2,307.031,-436.6,-7.59
2488.75,307.269,-433.1,-6.99
2489.3,307.491,-432,-6.79
2489.85,307.72,-430.7,-6.56
2490.4,307.945,-429.7,-6.38
2490.95,308.167,-427.6,-6.02
2491.5,308.382,-424.7,-5.53
2492.05,308.588,-428.3,-6.12
2492.6,308.805,-426.2,-5.76
2493.15,309.017,-423.7,-5.33
2493.7,309.223,-426,-5.7
2494.25,309.434,-426.9,-5.84
2494.8,309.649,-430.1,-6.36
2495.35,309.873,-424.6,-5.44
2495.9,310.082,-426.7,-5.77
2496.45,310.297,-424.5,-5.4
2497,310.506,-428,-5.97
2497.55,310.725,-423.5,-5.21
2498.1,310.931,-423.5,-5.19
2498.65,311.133,-424.9,-5.41
2499.2,311.337,-425.5,-5.51
2499.75,311.542,-424.5,-5.33
2500.3,311.755,-422.1,-4.92
2500.85,311.954,-423.3,-5.11
2501.4,312.16,-419.3,-4.43
2501.95,312.356,-421.3,-4.76
2502.5,312.558,-423.5,-5.11
2503.05,312.765,-417.2,-4.05
2503.6,312.956,-417.1,-4.03
2504.15,313.146,-419.4,-4.4
2504.7,313.342,-413.6,-3.43
2505.25,313.523,-416.5,-3.9
2505.8,313.71,-410.2,-2.85
2506.35,313.883,-416,-3.8
2506.9,314.07,-414,-3.46
2507.45,314.252,-412.6,-3.22
2508,314.43,-415.4,-3.67
2508.55,314.616,-412.8,-3.23
2509.1,314.796,-410.5,-2.84
2509.65,314.968,-408.5,-2.5
2510.2,315.136,-415.3,-3.62
2510.75,315.322,-416.7,-3.84
2511.3,315.512,-407.3,-2.28
2511.85,315.679,-409.3,-2.6
2512.4,315.849,-406,-2.05
2512.95,316.011,-403.4,-1.61
2513.5,316.166,-401.4,-1.27
2514.05,316.317,-410,-2.69
2514.6,316.488,-411.9,-2.99
2515.15,316.666,-411.7,-2.95
2515.7,316.844,-412.8,-3.12
2516.25,317.025,-413.4,-3.2
2516.8,317.209,-415.7,-3.57
2517.35,317.398,-415,-3.44
2517.9,317.586,-416.4,-3.65
2518.45,317.777,-414.3,-3.29
2519,317.964,-416.3,-3.6
2519.55,318.156,-420.1,-4.22
2520.1,318.359,-421.4,-4.41
2520.65,318.568,-426.9,-5.3
2521.2,318.794,-422.6,-4.57
2521.75,319.006,-421.8,-4.41
2522.3,319.216,-421.7,-4.37
2522.85,319.426,-422.3,-4.45
2523.4,319.637,-422.2,-4.41
2523.95,319.848,-420,-4.03
2524.5,320.053,-418.8,-3.81
2525.05,320.254,-421.5,-4.24
2525.6,320.462,-416.5,-3.39
2526.15,320.657,-415.1,-3.14
2526.7,320.846,-414.2,-2.98
2527.25,321.033,-414.9,-3.08
2527.8,321.222,-409,-2.08
2528.35,321.396,-414,-2.9
2528.9,321.581,-410.9,-2.37
2529.45,321.76,-411.4,-2.44
2530,321.939,-410.3,-2.24
2530.55,322.115,-408.5,-1.93
2531.1,322.287,-408.5,-1.92
2531.65,322.458,-405.1,-1.35
2532.2,322.621,-406.2,-1.52
2532.75,322.787,-408.4,-1.88
2533.3,322.958,-404.4,-1.21
2533.85,323.119,-404,-1.13
2534.4,323.279,-402.8,-0.93
2534.95,323.437,-401.8,-0.76
2535.5,323.592,-405.7,-1.4
2536.05,323.755,-399.9,-0.43
2536.6,323.907,-402.4,-0.84
2537.15,324.063,-399.4,-0.34
2537.7,324.212,-396.6,0.13
2538.25,324.356,-396.9,0.08
2538.8,324.5,-398.8,-0.23
2539.35,324.648,-400.8,-0.56
2539.9,324.8,-398.4,-0.16
2540.45,324.948,-398.9,-0.24
2541,325.096,-397.9,-0.08
2541.55,325.242,-396.3,0.19
2542.1,325.385,-400.8,-0.55
2542.65,325.529,-394.8,0.44
